1,0,0,0,0,0,0,0.416203874,0
0,1,0,0,0,0,0,0.501144654,0
0,1,0,0,0,0,0,0.556390881,0
0,1,0,0,0,0,0,0.428793206,0
0,1,0,0,0,0,0,0.470977283,0
0,0,1,0,0,0,0,0.405662686,1
0,0,1,0,0,0,0,0.412430943,1
0,0,1,0,0,0,0,0.491364859,0
0,0,1,0,0,0,0,0.760494558,0
0,1,0,0,0,0,0,0.600346053,0
1,0,0,0,0,0,0,0.420914176,0
0,1,0,0,0,0,0,0.412446577,1
0,0,1,0,0,0,0,0.428796366,0
0,0,0,1,0,0,0,0.902855961,0
0,0,0,1,0,0,0,0.1821384,1
0,0,1,0,0,0,0,0.418827253,0
0,0,0,1,0,0,0,0.416533108,0
1,0,0,0,0,0,0,0.42000551,0
0,1,0,0,0,0,0,0.413072098,1
0,0,1,0,0,0,0,0.423177151,0
0,0,0,0,1,0,0,0.369262203,1
0,0,0,0,1,0,0,0.420911031,0
0,0,0,0,1,0,0,0.422015355,0
0,0,1,0,0,0,0,0.414486806,0
0,0,0,1,0,0,0,0.411425523,1
0,1,0,0,0,0,0,0.394970289,1
0,0,1,0,0,0,0,0.45104708,0
0,1,0,0,0,0,0,0.320126621,1
0,0,0,1,0,0,0,0.41303337,1
0,1,0,0,0,0,0,0.389586259,1
0,0,1,0,0,0,0,0.423996273,0
0,0,1,0,0,0,0,0.279234653,1
0,0,1,0,0,0,0,0.413072098,1
0,0,0,0,1,0,0,0.488327408,0
0,1,0,0,0,0,0,0.40913608,1
0,1,0,0,0,0,0,0.440294148,0
0,1,0,0,0,0,0,0.39863205,1
0,1,0,0,0,0,0,0.395476091,1
0,0,0,0,1,0,0,0.422434007,0
0,1,0,0,0,0,0,0.405273904,1
1,0,0,0,0,0,0,0.420624854,0
0,1,0,0,0,0,0,0.413072098,1
0,0,0,0,1,0,0,0.385513914,1
0,0,0,1,0,0,0,0.415088172,0
0,1,0,0,0,0,0,0.404788801,1
0,1,0,0,0,0,0,0.420914176,0
0,0,1,0,0,0,0,0.342262357,1
0,1,0,0,0,0,0,0.408696335,1
0,0,0,1,0,0,0,0.39719872,1
0,0,0,0,1,0,0,0.416548788,0
0,1,0,0,0,0,0,0.408808097,1
0,0,0,0,1,0,0,0.443054038,0
0,0,0,0,1,0,0,0.436705323,0
0,0,0,0,1,0,0,0.41036511,1
0,1,0,0,0,0,0,0.412900052,1
0,0,1,0,0,0,0,0.456640883,0
1,0,0,0,0,0,0,0.455843809,0
0,1,0,0,0,0,0,0.412571659,1
0,1,0,0,0,0,0,0.602219348,0
0,0,0,1,0,0,0,0.375501499,1
0,1,0,0,0,0,0,0.946530486,0
0,0,0,0,1,0,0,0.450609419,0
0,0,0,0,1,0,0,0.426942225,0
0,0,1,0,0,0,0,0.145466429,1
0,1,0,0,0,0,0,0.414214396,0
0,0,0,0,0,1,0,0.572946287,0
0,0,0,0,1,0,0,0.411743204,1
0,0,0,0,0,1,0,0.419342431,0
0,0,1,0,0,0,0,0.458405475,0
0,0,1,0,0,0,0,0.428790045,0
0,0,0,0,0,1,0,0.67811193,0
0,0,0,0,0,1,0,0.718538745,0
0,1,0,0,0,0,0,0.410587331,1
0,0,0,1,0,0,0,0.446409299,0
0,0,1,0,0,0,0,0.492825784,0
0,0,1,0,0,0,0,0.413954559,0
0,0,0,0,1,0,0,0.628582495,0
0,0,0,0,1,0,0,0.411018295,1
0,1,0,0,0,0,0,0.474428247,0
0,0,0,1,0,0,0,0.568488913,0
0,0,0,0,1,0,0,0.419150789,0
0,0,0,1,0,0,0,0.448457376,0
0,1,0,0,0,0,0,0.412931331,1
0,1,0,0,0,0,0,0.409822498,1
0,0,0,0,1,0,0,0.412275171,1
0,0,0,1,0,0,0,0.410120575,1
1,0,0,0,0,0,0,0.444385341,0
0,0,0,0,1,0,0,0.428448758,0
0,0,1,0,0,0,0,0.419257603,0
0,1,0,0,0,0,0,0.425926001,0
0,0,0,1,0,0,0,0.393703691,1
0,0,0,1,0,0,0,0.425055448,0
0,0,0,0,1,0,0,0.412837495,1
0,1,0,0,0,0,0,0.4601647,0
0,1,0,0,0,0,0,0.411777583,1
0,1,0,0,0,0,0,0.411718233,1
0,1,0,0,0,0,0,0.410712243,1
0,1,0,0,0,0,0,0.412280893,1
0,0,0,0,0,1,0,0.492816109,0
0,0,1,0,0,0,0,0.428796366,0
0,1,0,0,0,0,0,0.412271482,1
0,1,0,0,0,0,0,0.412840466,1
1,0,0,0,0,0,0,0.412900052,1
0,0,1,0,0,0,0,0.414148649,0
0,0,0,0,0,1,0,0.5368359,0
0,0,1,0,0,0,0,0.331105363,1
0,1,0,0,0,0,0,0.418645098,0
0,1,0,0,0,0,0,0.428638354,0
0,0,0,0,1,0,0,0.411640073,1
0,0,0,0,1,0,0,0.412900052,1
0,1,0,0,0,0,0,0.411649448,1
0,0,0,1,0,0,0,0.410668523,1
0,0,0,0,0,1,0,0.414405391,0
0,0,1,0,0,0,0,0.413384964,0
0,1,0,0,0,0,0,0.444633856,0
0,1,0,0,0,0,0,0.414724817,0
0,0,0,0,1,0,0,0.411946364,1
0,1,0,0,0,0,0,0.572819996,0
0,1,0,0,0,0,0,0.432957208,0
0,1,0,0,0,0,0,0.475844093,0
1,0,0,0,0,0,0,0.492825784,0
0,0,1,0,0,0,0,0.772549005,0
0,0,0,0,1,0,0,0.423747342,0
0,0,0,1,0,0,0,0.373702869,1
0,0,1,0,0,0,0,0.476713101,0
0,0,0,0,1,0,0,0.421329386,0
0,0,0,1,0,0,0,0.412738285,1
0,0,0,0,0,1,0,0.845963966,0
0,0,0,0,1,0,0,0.415106969,0
0,1,0,0,0,0,0,0.414621465,0
0,0,0,0,1,0,0,0.412250941,1
0,1,0,0,0,0,0,0.412956355,1
0,1,0,0,0,0,0,0.431940623,0
0,0,0,0,0,1,0,0.424749603,0
1,0,0,0,0,0,0,0.409526047,1
0,0,0,0,0,1,0,0.460568598,0
0,0,0,1,0,0,0,0.492616151,0
0,1,0,0,0,0,0,0.421669186,0
1,0,0,0,0,0,0,0.412556023,1
0,0,0,0,1,0,0,0.407750287,1
0,0,0,0,1,0,0,0.415906061,0
0,1,0,0,0,0,0,0.413053328,1
0,0,0,0,1,0,0,0.41302361,1
0,0,1,0,0,0,0,0.414637124,0
0,0,0,0,1,0,0,0.420835551,0
0,0,0,0,0,1,0,0.431896299,0
0,0,0,1,0,0,0,0.413463191,0
1,0,0,0,0,0,0,0.444662532,0
0,1,0,0,0,0,0,0.414950337,0
0,1,0,0,0,0,0,0.470247554,0
0,0,0,1,0,0,0,0.441161496,0
0,0,0,1,0,0,0,0.418186669,0
0,0,0,0,0,1,0,0.435588357,0
0,0,0,0,1,0,0,0.41052488,1
0,0,0,0,0,1,0,0.357549585,1
0,0,0,0,1,0,0,0.414605806,0
0,1,0,0,0,0,0,0.587130245,0
0,1,0,0,0,0,0,0.413322385,0
1,0,0,0,0,0,0,0.407192642,1
0,0,0,1,0,0,0,0.586957858,0
0,1,0,0,0,0,0,0.412455958,1
0,0,0,1,0,0,0,0.433726355,0
0,0,0,0,1,0,0,0.257117367,1
0,0,0,0,0,1,0,0.559519239,0
0,0,0,0,0,1,0,0.761975576,0
0,1,0,0,0,0,0,0.428796366,0
0,1,0,0,0,0,0,0.697352337,0
1,0,0,0,0,0,0,0.416784003,0
0,0,0,0,1,0,0,0.416824778,0
0,1,0,0,0,0,0,0.431785494,0
0,0,0,0,0,1,0,0.417282785,0
0,1,0,0,0,0,0,0.500341429,0
0,1,0,0,0,0,0,0.41261544,1
1,0,0,0,0,0,0,0.406829833,1
0,1,0,0,0,0,0,0.566110224,0
0,0,1,0,0,0,0,3.69E-05,1
0,1,0,0,0,0,0,0.412959483,1
0,0,1,0,0,0,0,0.443073142,0
0,1,0,0,0,0,0,0.412696752,1
0,0,1,0,0,0,0,0.442102242,0
0,1,0,0,0,0,0,0.414605806,0
0,0,0,1,0,0,0,0.567174841,0
0,1,0,0,0,0,0,0.411105791,1
0,1,0,0,0,0,0,0.427816925,0
0,0,1,0,0,0,0,0.50559604,0
1,0,0,0,0,0,0,0.412380914,1
0,0,1,0,0,0,0,0.348077734,1
0,0,0,0,0,1,0,0.391184441,1
0,1,0,0,0,0,0,0.425544289,0
1,0,0,0,0,0,0,0.410999584,1
0,1,0,0,0,0,0,0.412915691,1
0,0,0,0,1,0,0,0.411924484,1
0,0,0,1,0,0,0,0.457082732,0
0,1,0,0,0,0,0,0.403691859,1
0,0,0,0,0,1,0,0.407826632,1
0,0,0,0,1,0,0,0.420914176,0
0,0,0,1,0,0,0,0.419330837,0
0,0,0,0,0,0,1,0.443590602,0
