1,0,0,0,0,0,0,0.416203874,Fail
0,1,0,0,0,0,0,0.501144654,Fail
0,1,0,0,0,0,0,0.556390881,Fail
0,1,0,0,0,0,0,0.428793206,Fail
0,1,0,0,0,0,0,0.470977283,Fail
0,0,1,0,0,0,0,0.405662686,Success
0,0,1,0,0,0,0,0.412430943,Success
0,0,1,0,0,0,0,0.491364859,Fail
0,0,1,0,0,0,0,0.760494558,Fail
0,1,0,0,0,0,0,0.600346053,Fail
1,0,0,0,0,0,0,0.420914176,Fail
0,1,0,0,0,0,0,0.412446577,Success
0,0,1,0,0,0,0,0.428796366,Fail
0,0,0,1,0,0,0,0.902855961,Fail
0,0,0,1,0,0,0,0.1821384,Success
0,0,1,0,0,0,0,0.418827253,Fail
0,0,0,1,0,0,0,0.416533108,Fail
1,0,0,0,0,0,0,0.42000551,Fail
0,1,0,0,0,0,0,0.413072098,Success
0,0,1,0,0,0,0,0.423177151,Fail
0,0,0,0,1,0,0,0.369262203,Success
0,0,0,0,1,0,0,0.420911031,Fail
0,0,0,0,1,0,0,0.422015355,Fail
0,0,1,0,0,0,0,0.414486806,Fail
0,0,0,1,0,0,0,0.411425523,Success
0,1,0,0,0,0,0,0.394970289,Success
0,0,1,0,0,0,0,0.45104708,Fail
0,1,0,0,0,0,0,0.320126621,Success
0,0,0,1,0,0,0,0.41303337,Success
0,1,0,0,0,0,0,0.389586259,Success
0,0,1,0,0,0,0,0.423996273,Fail
0,0,1,0,0,0,0,0.279234653,Success
0,0,1,0,0,0,0,0.413072098,Success
0,0,0,0,1,0,0,0.488327408,Fail
0,1,0,0,0,0,0,0.40913608,Success
0,1,0,0,0,0,0,0.440294148,Fail
0,1,0,0,0,0,0,0.39863205,Success
0,1,0,0,0,0,0,0.395476091,Success
0,0,0,0,1,0,0,0.422434007,Fail
0,1,0,0,0,0,0,0.405273904,Success
1,0,0,0,0,0,0,0.420624854,Fail
0,1,0,0,0,0,0,0.413072098,Success
0,0,0,0,1,0,0,0.385513914,Success
0,0,0,1,0,0,0,0.415088172,Fail
0,1,0,0,0,0,0,0.404788801,Success
0,1,0,0,0,0,0,0.420914176,Fail
0,0,1,0,0,0,0,0.342262357,Success
0,1,0,0,0,0,0,0.408696335,Success
0,0,0,1,0,0,0,0.39719872,Success
0,0,0,0,1,0,0,0.416548788,Fail
0,1,0,0,0,0,0,0.408808097,Success
0,0,0,0,1,0,0,0.443054038,Fail
0,0,0,0,1,0,0,0.436705323,Fail
0,0,0,0,1,0,0,0.41036511,Success
0,1,0,0,0,0,0,0.412900052,Success
0,0,1,0,0,0,0,0.456640883,Fail
1,0,0,0,0,0,0,0.455843809,Fail
0,1,0,0,0,0,0,0.412571659,Success
0,1,0,0,0,0,0,0.602219348,Fail
0,0,0,1,0,0,0,0.375501499,Success
0,1,0,0,0,0,0,0.946530486,Fail
0,0,0,0,1,0,0,0.450609419,Fail
0,0,0,0,1,0,0,0.426942225,Fail
0,0,1,0,0,0,0,0.145466429,Success
0,1,0,0,0,0,0,0.414214396,Fail
0,0,0,0,0,1,0,0.572946287,Fail
0,0,0,0,1,0,0,0.411743204,Success
0,0,0,0,0,1,0,0.419342431,Fail
0,0,1,0,0,0,0,0.458405475,Fail
0,0,1,0,0,0,0,0.428790045,Fail
0,0,0,0,0,1,0,0.67811193,Fail
0,0,0,0,0,1,0,0.718538745,Fail
0,1,0,0,0,0,0,0.410587331,Success
0,0,0,1,0,0,0,0.446409299,Fail
0,0,1,0,0,0,0,0.492825784,Fail
0,0,1,0,0,0,0,0.413954559,Fail
0,0,0,0,1,0,0,0.628582495,Fail
0,0,0,0,1,0,0,0.411018295,Success
0,1,0,0,0,0,0,0.474428247,Fail
0,0,0,1,0,0,0,0.568488913,Fail
0,0,0,0,1,0,0,0.419150789,Fail
0,0,0,1,0,0,0,0.448457376,Fail
0,1,0,0,0,0,0,0.412931331,Success
0,1,0,0,0,0,0,0.409822498,Success
0,0,0,0,1,0,0,0.412275171,Success
0,0,0,1,0,0,0,0.410120575,Success
1,0,0,0,0,0,0,0.444385341,Fail
0,0,0,0,1,0,0,0.428448758,Fail
0,0,1,0,0,0,0,0.419257603,Fail
0,1,0,0,0,0,0,0.425926001,Fail
0,0,0,1,0,0,0,0.393703691,Success
0,0,0,1,0,0,0,0.425055448,Fail
0,0,0,0,1,0,0,0.412837495,Success
0,1,0,0,0,0,0,0.4601647,Fail
0,1,0,0,0,0,0,0.411777583,Success
0,1,0,0,0,0,0,0.411718233,Success
0,1,0,0,0,0,0,0.410712243,Success
0,1,0,0,0,0,0,0.412280893,Success
0,0,0,0,0,1,0,0.492816109,Fail
0,0,1,0,0,0,0,0.428796366,Fail
0,1,0,0,0,0,0,0.412271482,Success
0,1,0,0,0,0,0,0.412840466,Success
1,0,0,0,0,0,0,0.412900052,Success
0,0,1,0,0,0,0,0.414148649,Fail
0,0,0,0,0,1,0,0.5368359,Fail
0,0,1,0,0,0,0,0.331105363,Success
0,1,0,0,0,0,0,0.418645098,Fail
0,1,0,0,0,0,0,0.428638354,Fail
0,0,0,0,1,0,0,0.411640073,Success
0,0,0,0,1,0,0,0.412900052,Success
0,1,0,0,0,0,0,0.411649448,Success
0,0,0,1,0,0,0,0.410668523,Success
0,0,0,0,0,1,0,0.414405391,Fail
0,0,1,0,0,0,0,0.413384964,Fail
0,1,0,0,0,0,0,0.444633856,Fail
